FIPS,num_vet_county,state,county,abbrev
18065,81057,Indiana,Henry,IN
18067,145568,Indiana,Howard,IN
18069,52781,Indiana,Huntington,IN
18071,61296,Indiana,Jackson,IN
18073,49294,Indiana,Jasper,IN
18075,27525,Indiana,Jay,IN
18077,46196,Indiana,Jefferson,IN
18079,43757,Indiana,Jennings,IN
18081,278695,Indiana,Johnson,IN
18083,53072,Indiana,Knox,IN
18085,109070,Indiana,Kosciusko,IN
18087,32712,Indiana,Lagrange,IN
18089,595176,Indiana,Lake,IN
18091,156039,Indiana,La Porte,IN
18093,91033,Indiana,Lawrence,IN
18095,205024,Indiana,Madison,IN
18097,1177283,Indiana,Marion,IN
18099,55902,Indiana,Marshall,IN
18101,23116,Indiana,Martin,IN
18103,75949,Indiana,Miami,IN
18105,163405,Indiana,Monroe,IN
18107,60910,Indiana,Montgomery,IN
18109,122232,Indiana,Morgan,IN
18111,23307,Indiana,Newton,IN
18113,68483,Indiana,Noble,IN
18115,9753,Indiana,Ohio,IN
18117,31691,Indiana,Orange,IN
18119,33863,Indiana,Owen,IN
18121,23802,Indiana,Parke,IN
18123,32138,Indiana,Perry,IN
18125,16706,Indiana,Pike,IN
18127,242649,Indiana,Porter,IN
18129,41810,Indiana,Posey,IN
18131,21244,Indiana,Pulaski,IN
18133,64901,Indiana,Putnam,IN
18135,37091,Indiana,Randolph,IN
18137,46308,Indiana,Ripley,IN
18139,22382,Indiana,Rush,IN
18141,356381,Indiana,St. Joseph,IN
18143,39008,Indiana,Scott,IN
18145,70621,Indiana,Shelby,IN
18147,30903,Indiana,Spencer,IN
18149,30016,Indiana,Starke,IN
18151,51699,Indiana,Steuben,IN
18153,33895,Indiana,Sullivan,IN
18155,19042,Indiana,Switzerland,IN
18157,192497,Indiana,Tippecanoe,IN
18159,20627,Indiana,Tipton,IN
18161,11323,Indiana,Union,IN
18163,249295,Indiana,Vanderburgh,IN
18165,24279,Indiana,Vermillion,IN
18167,158702,Indiana,Vigo,IN
18169,41651,Indiana,Wabash,IN
18171,13482,Indiana,Warren,IN
18173,92074,Indiana,Warrick,IN
18175,41199,Indiana,Washington,IN
18177,98294,Indiana,Wayne,IN
18179,42319,Indiana,Wells,IN
18181,43896,Indiana,White,IN
18183,48667,Indiana,Whitley,IN
19001,9208,Iowa,Adair,IA
19003,5784,Iowa,Adams,IA
19005,19092,Iowa,Allamakee,IA
19007,20025,Iowa,Appanoose,IA
19009,7388,Iowa,Audubon,IA
19011,37693,Iowa,Benton,IA
19013,161250,Iowa,Black Hawk,IA
19015,37703,Iowa,Boone,IA
19017,36555,Iowa,Bremer,IA
19019,28315,Iowa,Buchanan,IA
19021,18039,Iowa,Buena Vista,IA
19023,22142,Iowa,Butler,IA
19025,16000,Iowa,Calhoun,IA
19027,25833,Iowa,Carroll,IA
19029,19316,Iowa,Cass,IA
19031,30342,Iowa,Cedar,IA
19033,57977,Iowa,Cerro Gordo,IA
19035,16623,Iowa,Cherokee,IA
19037,14147,Iowa,Chickasaw,IA
19039,14059,Iowa,Clarke,IA
19041,23973,Iowa,Clay,IA
19043,25513,Iowa,Clayton,IA
19045,71310,Iowa,Clinton,IA
19047,18514,Iowa,Crawford,IA
19049,130029,Iowa,Dallas,IA
19051,8564,Iowa,Davis,IA
19053,9001,Iowa,Decatur,IA
19055,25677,Iowa,Delaware,IA
19057,63972,Iowa,Des Moines,IA
19059,29543,Iowa,Dickinson,IA
19061,114451,Iowa,Dubuque,IA
19063,10912,Iowa,Emmet,IA
19065,27572,Iowa,Fayette,IA
19067,27404,Iowa,Floyd,IA
19069,11265,Iowa,Franklin,IA
19071,10554,Iowa,Fremont,IA
19073,11265,Iowa,Greene,IA
19075,15347,Iowa,Grundy,IA
19077,15437,Iowa,Guthrie,IA
19079,19261,Iowa,Hamilton,IA
19081,12762,Iowa,Hancock,IA
19083,24973,Iowa,Hardin,IA
19085,25503,Iowa,Harrison,IA
19087,34406,Iowa,Henry,IA
19089,11629,Iowa,Howard,IA
19091,13149,Iowa,Humboldt,IA
19093,8648,Iowa,Ida,IA
19095,22873,Iowa,Iowa,IA
19097,29698,Iowa,Jackson,IA
19099,52496,Iowa,Jasper,IA
19101,24600,Iowa,Jefferson,IA
19103,148189,Iowa,Johnson,IA
19105,33402,Iowa,Jones,IA
19107,13327,Iowa,Keokuk,IA
19109,24188,Iowa,Kossuth,IA
19111,48147,Iowa,Lee,IA
19113,344306,Iowa,Linn,IA
19115,11948,Iowa,Louisa,IA
19117,11595,Iowa,Lucas,IA
19119,14660,Iowa,Lyon,IA
19121,21967,Iowa,Madison,IA
19123,25145,Iowa,Mahaska,IA
19125,45219,Iowa,Marion,IA
19127,60066,Iowa,Marshall,IA
19129,28211,Iowa,Mills,IA
19131,16000,Iowa,Mitchell,IA
19133,14867,Iowa,Monona,IA
19135,10048,Iowa,Monroe,IA
19137,14118,Iowa,Montgomery,IA
19139,47586,Iowa,Muscatine,IA
19141,19715,Iowa,O,IA
19143,8266,Iowa,Osceola,IA
19145,22679,Iowa,Page,IA
19147,12514,Iowa,Palo Alto,IA
19149,35717,Iowa,Plymouth,IA
19151,9116,Iowa,Pocahontas,IA
19153,594164,Iowa,Polk,IA
19155,147114,Iowa,Pottawattamie,IA
19157,28052,Iowa,Poweshiek,IA
19159,5724,Iowa,Ringgold,IA
19161,14271,Iowa,Sac,IA
19163,282437,Iowa,Scott,IA
19165,20524,Iowa,Shelby,IA
19167,28545,Iowa,Sioux,IA
19169,90681,Iowa,Story,IA
19171,23179,Iowa,Tama,IA
19173,8934,Iowa,Taylor,IA
19175,17663,Iowa,Union,IA
19177,9268,Iowa,Van Buren,IA
19179,45663,Iowa,Wapello,IA
19181,75703,Iowa,Warren,IA
19183,34752,Iowa,Washington,IA
19185,7302,Iowa,Wayne,IA
19187,48120,Iowa,Webster,IA
19189,12388,Iowa,Winnebago,IA
19191,20628,Iowa,Winneshiek,IA
19193,127746,Iowa,Woodbury,IA
19195,11478,Iowa,Worth,IA
19197,15663,Iowa,Wright,IA
20001,21442,Kansas,Allen,KS
20003,9639,Kansas,Anderson,KS
20005,24321,Kansas,Atchison,KS
20007,6834,Kansas,Barber,KS
20009,34999,Kansas,Barton,KS
20011,22713,Kansas,Bourbon,KS
20013,14198,Kansas,Brown,KS
20015,125135,Kansas,Butler,KS
20017,3928,Kansas,Chase,KS
20019,6021,Kansas,Chautauqua,KS
20021,28943,Kansas,Cherokee,KS
20023,3694,Kansas,Cheyenne,KS
20025,3744,Kansas,Clark,KS
20027,21031,Kansas,Clay,KS
20029,12309,Kansas,Cloud,KS
20031,15931,Kansas,Coffey,KS
20033,2401,Kansas,Comanche,KS
20035,46565,Kansas,Cowley,KS
20037,43831,Kansas,Crawford,KS
20039,4087,Kansas,Decatur,KS
20041,48147,Kansas,Dickinson,KS
20043,12357,Kansas,Doniphan,KS
20045,139669,Kansas,Douglas,KS
20047,3187,Kansas,Edwards,KS
20049,3733,Kansas,Elk,KS
20051,26945,Kansas,Ellis,KS
20053,8116,Kansas,Ellsworth,KS
20055,25878,Kansas,Finney,KS
20057,25002,Kansas,Ford,KS
20059,41517,Kansas,Franklin,KS
20061,308867,Kansas,Geary,KS
20063,3269,Kansas,Gove,KS
20065,3559,Kansas,Graham,KS
20067,4545,Kansas,Grant,KS
20069,5785,Kansas,Gray,KS
20071,1527,Kansas,Greeley,KS
20073,11127,Kansas,Greenwood,KS
20075,1967,Kansas,Hamilton,KS
20077,7022,Kansas,Harper,KS
20079,51942,Kansas,Harvey,KS
20081,1997,Kansas,Haskell,KS
20083,2739,Kansas,Hodgeman,KS
20085,26828,Kansas,Jackson,KS
20087,37250,Kansas,Jefferson,KS
20089,4412,Kansas,Jewell,KS
20091,738589,Kansas,Johnson,KS
20093,3062,Kansas,Kearny,KS
20095,10504,Kansas,Kingman,KS
20097,3121,Kansas,Kiowa,KS
20099,25143,Kansas,Labette,KS
20101,1957,Kansas,Lane,KS
20103,264623,Kansas,Leavenworth,KS
20105,5276,Kansas,Lincoln,KS
20107,16401,Kansas,Linn,KS
20109,3547,Kansas,Logan,KS
20111,37982,Kansas,Lyon,KS
20113,38752,Kansas,McPherson,KS
20115,15708,Kansas,Marion,KS
20117,16547,Kansas,Marshall,KS
20119,4373,Kansas,Meade,KS
20121,53429,Kansas,Miami,KS
20123,7674,Kansas,Mitchell,KS
20125,47550,Kansas,Montgomery,KS
20127,8676,Kansas,Morris,KS
20129,2820,Kansas,Morton,KS
20131,10670,Kansas,Nemaha,KS
20133,23363,Kansas,Neosho,KS
20135,3799,Kansas,Ness,KS
20137,6778,Kansas,Norton,KS
20139,34420,Kansas,Osage,KS
20141,3988,Kansas,Osborne,KS
20143,8532,Kansas,Ottawa,KS
20145,11086,Kansas,Pawnee,KS
20147,8560,Kansas,Phillips,KS
20149,51343,Kansas,Pottawatomie,KS
20151,12207,Kansas,Pratt,KS
20153,3275,Kansas,Rawlins,KS
20155,88590,Kansas,Reno,KS
20157,6598,Kansas,Republic,KS
20159,10678,Kansas,Rice,KS
20161,169367,Kansas,Riley,KS
20163,7594,Kansas,Rooks,KS
20165,5050,Kansas,Rush,KS
20167,9875,Kansas,Russell,KS
20169,94690,Kansas,Saline,KS
20171,4007,Kansas,Scott,KS
20173,813528,Kansas,Sedgwick,KS
20175,14166,Kansas,Seward,KS
20177,279688,Kansas,Shawnee,KS
20179,2569,Kansas,Sheridan,KS
20181,6262,Kansas,Sherman,KS
20183,6646,Kansas,Smith,KS
20185,4856,Kansas,Stafford,KS
20187,1214,Kansas,Stanton,KS
20189,6107,Kansas,Stevens,KS
20191,33584,Kansas,Sumner,KS
20193,7538,Kansas,Thomas,KS
20195,5672,Kansas,Trego,KS
20197,11157,Kansas,Wabaunsee,KS
20199,2227,Kansas,Wallace,KS
20201,7664,Kansas,Washington,KS
20203,2079,Kansas,Wichita,KS
20205,12013,Kansas,Wilson,KS
20207,4485,Kansas,Woodson,KS
20209,181289,Kansas,Wyandotte,KS
21001,23299,Kentucky,Adair,KY
21003,28398,Kentucky,Allen,KY
21005,32691,Kentucky,Anderson,KY
21007,13817,Kentucky,Ballard,KY
21009,55646,Kentucky,Barren,KY
21011,16897,Kentucky,Bath,KY
21013,26268,Kentucky,Bell,KY
21015,248542,Kentucky,Boone,KY
21017,24930,Kentucky,Bourbon,KY
21019,72105,Kentucky,Boyd,KY
21021,41833,Kentucky,Boyle,KY
21023,9649,Kentucky,Bracken,KY
21025,13897,Kentucky,Breathitt,KY
21027,40069,Kentucky,Breckinridge,KY
21029,171165,Kentucky,Bullitt,KY
21031,18730,Kentucky,Butler,KY
21033,15862,Kentucky,Caldwell,KY
21035,48137,Kentucky,Calloway,KY
21037,104915,Kentucky,Campbell,KY
21039,6601,Kentucky,Carlisle,KY
21041,16021,Kentucky,Carroll,KY
21043,26189,Kentucky,Carter,KY
21045,18773,Kentucky,Casey,KY
21047,272257,Kentucky,Christian,KY
21049,61045,Kentucky,Clark,KY
21051,15997,Kentucky,Clay,KY
21053,15053,Kentucky,Clinton,KY
21055,12970,Kentucky,Crittenden,KY
21057,8051,Kentucky,Cumberland,KY
21059,155201,Kentucky,Daviess,KY
21061,20686,Kentucky,Edmonson,KY
21063,7697,Kentucky,Elliott,KY
21065,17344,Kentucky,Estill,KY
21067,392714,Kentucky,Fayette,KY
21069,19740,Kentucky,Fleming,KY
21071,37603,Kentucky,Floyd,KY
21073,78750,Kentucky,Franklin,KY
21075,7803,Kentucky,Fulton,KY
21077,9973,Kentucky,Gallatin,KY
21079,27793,Kentucky,Garrard,KY
21081,40617,Kentucky,Grant,KY
21083,43225,Kentucky,Graves,KY
21085,38143,Kentucky,Grayson,KY
21087,14132,Kentucky,Green,KY
21089,61492,Kentucky,Greenup,KY
21091,12173,Kentucky,Hancock,KY
21093,411402,Kentucky,Hardin,KY
21095,29055,Kentucky,Harlan,KY
21097,23221,Kentucky,Harrison,KY
21099,30038,Kentucky,Hart,KY
21101,66612,Kentucky,Henderson,KY
21103,24239,Kentucky,Henry,KY
21105,7752,Kentucky,Hickman,KY
21107,57684,Kentucky,Hopkins,KY
21109,15275,Kentucky,Jackson,KY
21111,1057094,Kentucky,Jefferson,KY
21113,86132,Kentucky,Jessamine,KY
21115,26496,Kentucky,Johnson,KY
21117,218886,Kentucky,Kenton,KY
21119,12460,Kentucky,Knott,KY
21121,35787,Kentucky,Knox,KY
21123,20254,Kentucky,Larue,KY
21125,74325,Kentucky,Laurel,KY
21127,16756,Kentucky,Lawrence,KY
21129,7553,Kentucky,Lee,KY
21131,9768,Kentucky,Leslie,KY
21133,16968,Kentucky,Letcher,KY
21135,18422,Kentucky,Lewis,KY
21137,39138,Kentucky,Lincoln,KY
21139,12003,Kentucky,Livingston,KY
21141,36827,Kentucky,Logan,KY
21143,19231,Kentucky,Lyon,KY
21145,92822,Kentucky,McCracken,KY
21147,26107,Kentucky,McCreary,KY
21149,13727,Kentucky,McLean,KY
21151,155573,Kentucky,Madison,KY
21153,10064,Kentucky,Magoffin,KY
21155,23617,Kentucky,Marion,KY
21157,56825,Kentucky,Marshall,KY
21159,9362,Kentucky,Martin,KY
21161,19209,Kentucky,Mason,KY
21163,85222,Kentucky,Meade,KY
21165,8009,Kentucky,Menifee,KY
21167,37479,Kentucky,Mercer,KY
21169,16485,Kentucky,Metcalfe,KY
21171,13061,Kentucky,Monroe,KY
21173,44917,Kentucky,Montgomery,KY
21175,18835,Kentucky,Morgan,KY
21177,39767,Kentucky,Muhlenberg,KY
21179,84914,Kentucky,Nelson,KY
21181,9491,Kentucky,Nicholas,KY
21183,34743,Kentucky,Ohio,KY
21185,139591,Kentucky,Oldham,KY
21187,18072,Kentucky,Owen,KY
21189,4044,Kentucky,Owsley,KY
21191,23139,Kentucky,Pendleton,KY
21193,34754,Kentucky,Perry,KY
21195,62154,Kentucky,Pike,KY
21197,18187,Kentucky,Powell,KY
21199,123393,Kentucky,Pulaski,KY
21201,2951,Kentucky,Robertson,KY
21203,21841,Kentucky,Rockcastle,KY
21205,31292,Kentucky,Rowan,KY
21207,24048,Kentucky,Russell,KY
21209,103842,Kentucky,Scott,KY
21211,68443,Kentucky,Shelby,KY
21213,29555,Kentucky,Simpson,KY
21215,31639,Kentucky,Spencer,KY
21217,39009,Kentucky,Taylor,KY
21219,15889,Kentucky,Todd,KY
21221,31569,Kentucky,Trigg,KY
21223,14176,Kentucky,Trimble,KY
21225,19350,Kentucky,Union,KY
21227,198192,Kentucky,Warren,KY
21229,13632,Kentucky,Washington,KY
21231,30683,Kentucky,Wayne,KY
21233,14649,Kentucky,Webster,KY
21235,53403,Kentucky,Whitley,KY
21237,8190,Kentucky,Wolfe,KY
21239,44555,Kentucky,Woodford,KY
22001,62440,Louisiana,Acadia,LA
22003,25364,Louisiana,Allen,LA
22005,170243,Louisiana,Ascension,LA
22007,24915,Louisiana,Assumption,LA
22009,50533,Louisiana,Avoyelles,LA
22011,80127,Louisiana,Beauregard,LA
22013,21059,Louisiana,Bienville,LA
22015,300678,Louisiana,Bossier,LA
22017,388251,Louisiana,Caddo,LA
22019,327007,Louisiana,Calcasieu,LA
22021,12923,Louisiana,Caldwell,LA
22023,8610,Louisiana,Cameron,LA
22025,10209,Louisiana,Catahoula,LA
22027,16516,Louisiana,Claiborne,LA
22029,22653,Louisiana,Concordia,LA
22031,37251,Louisiana,De Soto,LA
22033,607818,Louisiana,East Baton Rouge,LA
22035,4744,Louisiana,East Carroll,LA
22037,21808,Louisiana,East Feliciana,LA
22039,29061,Louisiana,Evangeline,LA
22041,18111,Louisiana,Franklin,LA
22043,38582,Louisiana,Grant,LA
22045,66402,Louisiana,Iberia,LA
22047,36022,Louisiana,Iberville,LA
22049,22858,Louisiana,Jackson,LA
22051,513530,Louisiana,Jefferson,LA
22053,35512,Louisiana,Jefferson Davis,LA
22055,357494,Louisiana,Lafayette,LA
22057,111425,Louisiana,Lafourche,LA
22059,15601,Louisiana,La Salle,LA
22061,57400,Louisiana,Lincoln,LA
22063,215946,Louisiana,Livingston,LA
22065,11790,Louisiana,Madison,LA
22067,30038,Louisiana,Morehouse,LA
22069,45201,Louisiana,Natchitoches,LA
22071,383613,Louisiana,Orleans,LA
22073,209767,Louisiana,Ouachita,LA
22075,38063,Louisiana,Plaquemines,LA
22077,21132,Louisiana,Pointe Coupee,LA
22079,238511,Louisiana,Rapides,LA
22081,7914,Louisiana,Red River,LA
22083,22164,Louisiana,Richland,LA
22085,37207,Louisiana,Sabine,LA
22087,44253,Louisiana,St. Bernard,LA
22089,63451,Louisiana,St. Charles,LA
22091,12267,Louisiana,St. Helena,LA
22093,19245,Louisiana,St. James,LA
22095,51687,Louisiana,St. John the Baptist,LA
22097,107372,Louisiana,St. Landry,LA
22099,67895,Louisiana,St. Martin,LA
22101,60884,Louisiana,St. Mary,LA
22103,437748,Louisiana,St. Tammany,LA
22105,181197,Louisiana,Tangipahoa,LA
22107,4060,Louisiana,Tensas,LA
22109,127229,Louisiana,Terrebonne,LA
22111,29302,Louisiana,Union,LA
22113,77641,Louisiana,Vermilion,LA
22115,188741,Louisiana,Vernon,LA
22117,57319,Louisiana,Washington,LA
22119,52444,Louisiana,Webster,LA
22121,34744,Louisiana,West Baton Rouge,LA
22123,10981,Louisiana,West Carroll,LA
22125,20785,Louisiana,West Feliciana,LA
22127,18910,Louisiana,Winn,LA
23001,207944,Maine,Androscoggin,ME
23003,151531,Maine,Aroostook,ME
23005,441566,Maine,Cumberland,ME
23007,66648,Maine,Franklin,ME
23009,99601,Maine,Hancock,ME
23011,276893,Maine,Kennebec,ME
23013,69267,Maine,Knox,ME
23015,79324,Maine,Lincoln,ME
23017,116319,Maine,Oxford,ME
23019,298794,Maine,Penobscot,ME
23021,35172,Maine,Piscataquis,ME
23023,84461,Maine,Sagadahoc,ME
23025,102703,Maine,Somerset,ME
23027,72720,Maine,Waldo,ME
23029,76116,Maine,Washington,ME
23031,414804,Maine,York,ME
24033,1330509,Maryland,Prince George,MD
24003,1201137,Maryland,Anne Arundel,MD
24031,909627,Maryland,Montgomery,MD
24005,903994,Maryland,Baltimore,MD
24510,667034,Maryland,Baltimore city,MD
24025,447359,Maryland,Harford,MD
24017,445014,Maryland,Charles,MD
24021,439817,Maryland,Frederick,MD
24027,432983,Maryland,Howard,MD
24037,321541,Maryland,St. Mary,MD
24013,245030,Maryland,Carroll,MD
24043,224037,Maryland,Washington,MD
24009,202486,Maryland,Calvert,MD
24015,181077,Maryland,Cecil,MD
24045,161198,Maryland,Wicomico,MD
24047,116343,Maryland,Worcester,MD
24001,98329,Maryland,Allegany,MD
24035,85186,Maryland,Queen Anne,MD
24041,61652,Maryland,Talbot,MD
24011,56100,Maryland,Caroline,MD
24019,49355,Maryland,Dorchester,MD
24023,48327,Maryland,Garrett,MD
24039,36555,Maryland,Somerset,MD
24029,33198,Maryland,Kent,MD
25017,1104106,Massachusetts,Middlesex,MA
25027,860621,Massachusetts,Worcester,MA
25009,645392,Massachusetts,Essex,MA
25005,636802,Massachusetts,Bristol,MA
25023,609210,Massachusetts,Plymouth,MA
25021,531631,Massachusetts,Norfolk,MA
25013,495642,Massachusetts,Hampden,MA
25025,437608,Massachusetts,Suffolk,MA
25001,338165,Massachusetts,Barnstable,MA
25015,163523,Massachusetts,Hampshire,MA
25003,140891,Massachusetts,Berkshire,MA
25011,97240,Massachusetts,Franklin,MA
25007,27276,Massachusetts,Dukes,MA
25019,14926,Massachusetts,Nantucket,MA
26001,26678,Michigan,Alcona,MI
26003,18871,Michigan,Alger,MI
26005,117479,Michigan,Allegan,MI
26007,54544,Michigan,Alpena,MI
26009,43705,Michigan,Antrim,MI
26011,24501,Michigan,Arenac,MI
26013,13997,Michigan,Baraga,MI
26015,87723,Michigan,Barry,MI
26017,140863,Michigan,Bay,MI
26019,33033,Michigan,Benzie,MI
26021,186228,Michigan,Berrien,MI
26023,54649,Michigan,Branch,MI
26025,198366,Michigan,Calhoun,MI
26027,70599,Michigan,Cass,MI
26029,41564,Michigan,Charlevoix,MI
26031,51439,Michigan,Cheboygan,MI
26033,71187,Michigan,Chippewa,MI
26035,62843,Michigan,Clare,MI
26037,112151,Michigan,Clinton,MI
26039,32083,Michigan,Crawford,MI
26041,69216,Michigan,Delta,MI
26043,45748,Michigan,Dickinson,MI
26045,162893,Michigan,Eaton,MI
26047,49351,Michigan,Emmet,MI
26049,547336,Michigan,Genesee,MI
26051,50357,Michigan,Gladwin,MI
26053,30051,Michigan,Gogebic,MI
26055,158684,Michigan,Grand Traverse,MI
26057,50035,Michigan,Gratiot,MI
26059,63677,Michigan,Hillsdale,MI
26061,49340,Michigan,Houghton,MI
26063,45857,Michigan,Huron,MI
26065,294020,Michigan,Ingham,MI
26067,86923,Michigan,Ionia,MI
26069,66648,Michigan,Iosco,MI
26071,19155,Michigan,Iron,MI
26073,80235,Michigan,Isabella,MI
26075,221040,Michigan,Jackson,MI
26077,311328,Michigan,Kalamazoo,MI
26079,40196,Michigan,Kalkaska,MI
26081,714519,Michigan,Kent,MI
26083,4301,Michigan,Keweenaw,MI
26085,27705,Michigan,Lake,MI
26087,116888,Michigan,Lapeer,MI
26089,29577,Michigan,Leelanau,MI
26091,130210,Michigan,Lenawee,MI
26093,247573,Michigan,Livingston,MI
26095,11151,Michigan,Luce,MI
26097,20395,Michigan,Mackinac,MI
26099,973608,Michigan,Macomb,MI
26101,45449,Michigan,Manistee,MI
26103,121516,Michigan,Marquette,MI
26105,51157,Michigan,Mason,MI
26107,60585,Michigan,Mecosta,MI
26109,47573,Michigan,Menominee,MI
26111,108216,Michigan,Midland,MI
26113,27826,Michigan,Missaukee,MI
26115,217782,Michigan,Monroe,MI
26117,91965,Michigan,Montcalm,MI
26119,20558,Michigan,Montmorency,MI
26121,275444,Michigan,Muskegon,MI
26123,88803,Michigan,Newaygo,MI
26125,1161699,Michigan,Oakland,MI
26127,40189,Michigan,Oceana,MI
26129,39777,Michigan,Ogemaw,MI
26131,12975,Michigan,Ontonagon,MI
26133,45032,Michigan,Osceola,MI
26135,17227,Michigan,Oscoda,MI
26137,47912,Michigan,Otsego,MI
26139,298192,Michigan,Ottawa,MI
26141,29088,Michigan,Presque Isle,MI
26143,62831,Michigan,Roscommon,MI
26145,250788,Michigan,Saginaw,MI
26147,239654,Michigan,St. Clair,MI
26149,84716,Michigan,St. Joseph,MI
26151,59756,Michigan,Sanilac,MI
26153,13939,Michigan,Schoolcraft,MI
26155,98963,Michigan,Shiawassee,MI
26157,72263,Michigan,Tuscola,MI
26159,94914,Michigan,Van Buren,MI
26161,324947,Michigan,Washtenaw,MI
26163,1668095,Michigan,Wayne,MI
26165,68323,Michigan,Wexford,MI
27001,28647,Minnesota,Aitkin,MN
27003,453999,Minnesota,Anoka,MN
27005,60268,Minnesota,Becker,MN
27007,63533,Minnesota,Beltrami,MN
27009,49676,Minnesota,Benton,MN
27011,6571,Minnesota,Big Stone,MN
27013,71381,Minnesota,Blue Earth,MN
27015,28728,Minnesota,Brown,MN
27017,60807,Minnesota,Carlton,MN
27019,97003,Minnesota,Carver,MN
27021,55044,Minnesota,Cass,MN
27023,16072,Minnesota,Chippewa,MN
27025,86899,Minnesota,Chisago,MN
27027,85179,Minnesota,Clay,MN
27029,13496,Minnesota,Clearwater,MN
27031,7812,Minnesota,Cook,MN
27033,11971,Minnesota,Cottonwood,MN
27035,118561,Minnesota,Crow Wing,MN
27037,509563,Minnesota,Dakota,MN
27039,24517,Minnesota,Dodge,MN
27041,53925,Minnesota,Douglas,MN
27043,19048,Minnesota,Faribault,MN
27045,26071,Minnesota,Fillmore,MN
27047,39296,Minnesota,Freeborn,MN
27049,69819,Minnesota,Goodhue,MN
27051,7054,Minnesota,Grant,MN
27053,1065894,Minnesota,Hennepin,MN
27055,24232,Minnesota,Houston,MN
27057,44008,Minnesota,Hubbard,MN
27059,60956,Minnesota,Isanti,MN
27061,80697,Minnesota,Itasca,MN
27063,12741,Minnesota,Jackson,MN
27065,29321,Minnesota,Kanabec,MN
27067,51721,Minnesota,Kandiyohi,MN
27069,4969,Minnesota,Kittson,MN
27071,19598,Minnesota,Koochiching,MN
27073,7952,Minnesota,Lac qui Parle,MN
27075,18580,Minnesota,Lake,MN
27077,5232,Minnesota,Lake of the Woods,MN
27079,35760,Minnesota,Le Sueur,MN
27081,6999,Minnesota,Lincoln,MN
27083,26468,Minnesota,Lyon,MN
27085,46849,Minnesota,McLeod,MN
27087,5091,Minnesota,Mahnomen,MN
27089,11015,Minnesota,Marshall,MN
27091,32212,Minnesota,Martin,MN
27093,31158,Minnesota,Meeker,MN
27095,46707,Minnesota,Mille Lacs,MN
27097,57685,Minnesota,Morrison,MN
27099,46995,Minnesota,Mower,MN
27101,9868,Minnesota,Murray,MN
27103,37111,Minnesota,Nicollet,MN
27105,16709,Minnesota,Nobles,MN
27107,8525,Minnesota,Norman,MN
27109,183581,Minnesota,Olmsted,MN
27111,80428,Minnesota,Otter Tail,MN
27113,17007,Minnesota,Pennington,MN
27115,47599,Minnesota,Pine,MN
27117,9997,Minnesota,Pipestone,MN
27119,37138,Minnesota,Polk,MN
27121,17590,Minnesota,Pope,MN
27123,471210,Minnesota,Ramsey,MN
27125,4914,Minnesota,Red Lake,MN
27127,18731,Minnesota,Redwood,MN
27129,18291,Minnesota,Renville,MN
27131,83867,Minnesota,Rice,MN
27133,10295,Minnesota,Rock,MN
27135,20065,Minnesota,Roseau,MN
27137,285787,Minnesota,St. Louis,MN
27139,141507,Minnesota,Scott,MN
27141,150441,Minnesota,Sherburne,MN
27143,17787,Minnesota,Sibley,MN
27145,216389,Minnesota,Stearns,MN
27147,43890,Minnesota,Steele,MN
27149,8246,Minnesota,Stevens,MN
27151,10150,Minnesota,Swift,MN
27153,34855,Minnesota,Todd,MN
27155,4870,Minnesota,Traverse,MN
27157,30285,Minnesota,Wabasha,MN
27159,20877,Minnesota,Wadena,MN
27161,22793,Minnesota,Waseca,MN
27163,316969,Minnesota,Washington,MN
27165,11336,Minnesota,Watonwan,MN
27167,7313,Minnesota,Wilkin,MN
27169,59999,Minnesota,Winona,MN
27171,207058,Minnesota,Wright,MN
27173,9799,Minnesota,Yellow Medicine,MN
28001,45183,Mississippi,Adams,MS
28003,41270,Mississippi,Alcorn,MS
28005,16470,Mississippi,Amite,MS
28007,23291,Mississippi,Attala,MS
28009,10027,Mississippi,Benton,MS
28011,29504,Mississippi,Bolivar,MS
28013,11859,Mississippi,Calhoun,MS
28015,8496,Mississippi,Carroll,MS
28017,12537,Mississippi,Chickasaw,MS
28019,9432,Mississippi,Choctaw,MS
28021,9986,Mississippi,Claiborne,MS
28023,20355,Mississippi,Clarke,MS
28025,24650,Mississippi,Clay,MS
28027,22096,Mississippi,Coahoma,MS
28029,33449,Mississippi,Copiah,MS
28031,29691,Mississippi,Covington,MS
28033,375924,Mississippi,DeSoto,MS
28035,144501,Mississippi,Forrest,MS
28037,10788,Mississippi,Franklin,MS
28039,40185,Mississippi,George,MS
28041,17082,Mississippi,Greene,MS
28043,25716,Mississippi,Grenada,MS
28045,93709,Mississippi,Hancock,MS
28047,667744,Mississippi,Harrison,MS
28049,298463,Mississippi,Hinds,MS
28051,15091,Mississippi,Holmes,MS
28053,6374,Mississippi,Humphreys,MS
28055,1136,Mississippi,Issaquena,MS
28057,33225,Mississippi,Itawamba,MS
28059,340265,Mississippi,Jackson,MS
28061,19556,Mississippi,Jasper,MS
28063,6728,Mississippi,Jefferson,MS
28065,14908,Mississippi,Jefferson Davis,MS
28067,88177,Mississippi,Jones,MS
28069,10564,Mississippi,Kemper,MS
28071,62769,Mississippi,Lafayette,MS
28073,122339,Mississippi,Lamar,MS
28075,134753,Mississippi,Lauderdale,MS
28077,15683,Mississippi,Lawrence,MS
